Date,Revenue
2022-01-02,0.000793191
2022-01-03,0.8247485950000001
2022-01-04,-0.505209506
2022-01-05,0.7622218049999999
2022-01-06,-0.9749003009999999
2022-01-07,0.386247577
2022-01-08,-0.11720290899999997
2022-01-09,-0.07262360400000001
2022-01-10,0.287673001
2022-01-11,0.139271052
2022-01-12,0.380567314
2022-01-13,-0.150683526
2022-01-14,0.0031107300000000615
2022-01-15,0.015718467000000014
2022-01-16,0.10581500599999993
2022-01-17,0.177002895
2022-01-18,0.06863352000000011
2022-01-19,0.0802464249999999
2022-01-20,0.2976870469999999
2022-01-21,0.026666748000000018
2022-01-22,0.025176359000000037
2022-01-23,0.7976416270000002
2022-01-24,-1.074396563
2022-01-25,0.6057396829999999
2022-01-26,0.750623939
2022-01-27,-0.6783642649999999
2022-01-28,0.9510654299999999
2022-01-29,-0.36668879899999984
2022-01-30,0.33266188099999994
2022-01-31,-0.43140427599999986
2022-02-01,0.4703922549999997
2022-02-02,-0.6753423009999997
2022-02-03,0.599519312
2022-02-04,-0.029513370000000094
2022-02-05,0.2779313059999997
2022-02-06,-0.016796328999999943
2022-02-07,0.312775786
2022-02-08,-0.4163788249999998
2022-02-09,0.40165156999999985
2022-02-10,-0.8789474779999997
2022-02-11,-0.2934743270000002
2022-02-12,0.03412023700000022
2022-02-13,0.16007219699999986
2022-02-14,0.7296479150000001
2022-02-15,-0.37210923900000026
2022-02-16,0.2655615290000002
2022-02-17,-0.3399218180000001
2022-02-18,0.1804968680000001
2022-02-19,-0.199028502
2022-02-20,-0.3254127760000003
2022-02-21,0.6908771680000001
2022-02-22,-0.25034210599999973
2022-02-23,0.387216456
2022-02-24,-1.0504325010000004
2022-02-25,-0.46680505699999975
2022-02-26,-0.21161893799999998
2022-02-27,0.012626873999999955
2022-02-28,-0.14735762200000013
2022-03-01,-0.22938727199999986
2022-03-02,0.3193941389999999
2022-03-03,0.5438317240000001
2022-03-04,-0.13600195900000012
2022-03-05,0.33569314299999986
2022-03-06,-0.5880516949999999
2022-03-07,0.845935941
2022-03-08,-1.083491305
2022-03-09,0.721146273
2022-03-10,0.746753762
2022-03-11,-0.24918898800000022
2022-03-12,0.2402126840000003
2022-03-13,0.9241086460000001
2022-03-14,0.05038853799999998
2022-03-15,1.1997179080000002
2022-03-16,0.3440148059999997
2022-03-17,0.6510118189999998
2022-03-18,0.2336044020000001
2022-03-19,0.06781863600000015
2022-03-20,-0.33244913000000054
2022-03-21,0.13421824600000054
2022-03-22,0.5793947140000002
2022-03-23,0.2569427909999993
2022-03-24,-0.7987337739999996
2022-03-25,1.1018471060000001
2022-03-26,-0.4597329300000004
2022-03-27,0.49180522999999976
2022-03-28,0.45579266100000027
2022-03-29,-1.079947894
2022-03-30,0.7991860370000001
2022-03-31,0.1806983070000001
2022-04-01,-0.4192022710000005
2022-04-02,0.6377343490000005
2022-04-03,-1.0362687619999997
2022-04-04,0.5492466839999999
2022-04-05,-0.044426555000000256
2022-04-06,-0.6235185479999998
2022-04-07,0.2680567580000002
2022-04-08,-0.7725427750000007
2022-04-09,0.13092554600000028
2022-04-10,0.4476365710000003
2022-04-11,-0.537198074
2022-04-12,0.12373383999999987
2022-04-13,-0.43242926699999984
2022-04-14,0.3612507850000002
2022-04-15,0.2791078779999996
2022-04-16,-0.31424834700000037
2022-04-17,-0.23057526699999986
2022-04-18,0.45302423000000047
2022-04-19,0.5770280469999998
2022-04-20,0.7656299569999998
2022-04-21,0.08726542699999928
2022-04-22,0.0003421060000015075
2022-04-23,-0.0898202760000002
2022-04-24,-0.3712071880000005
2022-04-25,-0.40880984799999975
2022-04-26,-0.8547868620000001
2022-04-27,1.1088992380000002
2022-04-28,-0.4168036190000004
2022-04-29,1.0277243380000005
2022-04-30,-0.6992096290000003
2022-05-01,0.27566991299999977
2022-05-02,-0.49564147899999966
2022-05-03,0.02097158599999993
2022-05-04,-0.36645185900000055
2022-05-05,0.49564087400000023
2022-05-06,0.2836144489999999
2022-05-07,-0.21320526299999987
2022-05-08,0.23732249299999975
2022-05-09,-0.08145721499999947
2022-05-10,0.630211158999999
2022-05-11,-0.7012456909999996
2022-05-12,0.36462238500000055
2022-05-13,0.05056150199999987
2022-05-14,0.09111856699999965
2022-05-15,-0.15235896999999987
2022-05-16,0.4067915080000004
2022-05-17,-0.4233734629999999
2022-05-18,-0.3053250750000007
2022-05-19,-0.8410504809999999
2022-05-20,1.0000253310000007
2022-05-21,-0.4492796270000001
2022-05-22,0.060979543999999386
2022-05-23,0.26657141000000006
2022-05-24,-0.33273651199999943
2022-05-25,0.3541283159999997
2022-05-26,-0.47717974399999985
2022-05-27,0.035899393000000224
2022-05-28,-0.47966396300000014
2022-05-29,-0.4772507880000001
2022-05-30,-0.1945729949999997
2022-05-31,0.9305784319999999
2022-06-01,-0.9073550880000001
2022-06-02,1.2097205459999998
2022-06-03,-1.4482286799999997
2022-06-04,0.7209975159999997
2022-06-05,-1.067434189
2022-06-06,0.6617055560000003
2022-06-07,-0.33668949200000053
2022-06-08,-0.31491361999999956
2022-06-09,-0.2251454620000004
2022-06-10,1.0018206270000007
2022-06-11,-0.6700443510000005
2022-06-12,-0.011434600000000295
2022-06-13,0.8486658380000005
2022-06-14,-0.1558396670000004
2022-06-15,0.4157527769999998
2022-06-16,0.4004919350000007
2022-06-17,-0.6546149020000005
2022-06-18,-0.36775373799999933
2022-06-19,-0.10210898800000034
2022-06-20,0.8399367179999997
2022-06-21,-1.0171551809999997
2022-06-22,-0.18334360299999997
2022-06-23,0.19069495000000014
2022-06-24,-0.48395790500000047
2022-06-25,0.4218451650000006
2022-06-26,-0.702288952
2022-06-27,0.52956453
2022-06-28,-0.13885507000000086
2022-06-29,0.11431960500000038
2022-06-30,0.2621000699999998
2022-07-01,0.558691681
2022-07-02,-0.2693867540000001
2022-07-03,0.25984109400000044
2022-07-04,-0.04429337599999972
2022-07-05,-0.25788606200000075
2022-07-06,0.355735267
2022-07-07,-0.4058368879999996
2022-07-08,-0.05536972099999993
2022-07-09,0.6223352479999997
2022-07-10,-0.5377938699999998
2022-07-11,0.3128139939999999
2022-07-12,-0.6517356879999996
2022-07-13,0.45324370199999997
2022-07-14,0.2305051649999994
2022-07-15,-0.6276030009999998
2022-07-16,0.4297576010000004
2022-07-17,-0.7191216790000006
2022-07-18,0.6554499390000004
