,Tenure,MonthlyCharge
0,-1.0487462125145348,-0.003942558795863967
1,-1.2620011592580802,1.6303258974820913
2,-0.709939803296579,-0.29522481741427764
3,-0.6595239638828064,-1.2265210716378776
4,-1.2425512017143743,-0.5280857047971815
5,-1.0409751428135001,0.2883698820424217
6,-0.8051442122278709,0.6402676647225805
7,-1.1444758337339471,-1.3430982633741453
8,-0.9948475885163598,-1.2844669060845046
9,-1.1763258177700682,-0.23618767028397689
10,-0.5770772231059956,0.05433745551954222
11,-0.9078143071046398,-0.527764868835358
12,-0.8136641324836795,-0.8193965142531648
13,-0.6673905557377415,0.28752742274395915
14,-0.9252790723682481,-0.2948056836666627
15,-0.7811957463028438,0.11704315239957072
16,-0.7088806634846492,0.5202835849094483
17,-1.218636000354586,0.6999856072733608
18,-0.6586643495147995,-0.46887827730447623
19,-0.8214296515667315,-0.5281706586760181
20,-0.5321993969828047,0.28768908662194215
21,-1.2143752859646828,-1.0509561028982644
22,-1.054162420093918,-1.1099082961497284
23,-0.9826308773775781,-0.5280857047971815
24,-1.0875153205165573,-0.2355068748634973
25,-1.1485071989623208,-1.866975020280065
26,-0.9122140515257888,1.164975772648398
27,-1.25308568712767,-0.7601890867604595
28,-1.2516498984328337,0.640588500684404
29,-1.100544923191214,1.9800783851314638
30,-0.8866023841903011,1.3385895268468702
31,-1.1701197658139526,-0.5853507438233292
32,-1.1269605980785402,1.3385895268468702
33,-0.515357688285214,0.05433745551954222
34,-1.1744634661179154,2.2132683523558807
35,-1.098550980314668,-0.2361743263770214
36,-1.1804516554861881,1.3359816663294255
37,-1.0349026237845231,-0.7597302473211176
38,-0.9333207387803955,0.2873682506601193
39,-0.6990525517323531,-0.5857107032819852
40,-0.9585756452581669,-0.0038881119294389916
41,-1.1921811278961985,-1.517032853534441
42,-1.1573343176802533,1.9216367069380744
43,-0.6038404254573242,0.461841906716059
44,-0.9729992408161331,1.6303258974820913
45,-0.9132841365325185,1.6895333249747972
46,-0.4639909371848937,0.2873682506601193
47,-0.9492204971909545,0.5212132337151381
48,-1.0122593134363107,-1.5756974890841853
49,-0.8682032012376165,-1.866209270980749
50,-1.179286103995116,0.28771763745951173
51,-1.028197013600445,0.35004344052773684
52,-1.0982504698011073,-0.527764868835358
53,-1.2470210102072885,-0.06241474400166477
54,-0.84890345578031,-0.2939743326467642
55,-0.7767841860936733,-0.9935207835097114
56,-0.9440689105057617,-1.3430982633741453
57,-1.0511123200381538,-0.7011778356590141
58,-0.7112042140138669,1.1067043748174135
59,-1.0321779935297548,-1.109587460187905
60,-1.1971666963493675,-0.1783876640142341
61,-1.217064843981979,0.5205277108721246
62,-1.004687944054223,-0.4696984734702173
63,-0.8424395136518485,-1.8658884350189253
64,-0.9413617104198202,-1.0511200024046383
65,-1.0063503593212735,0.2873377436477077
66,-1.136647339560296,2.1546369950662405
67,-0.897668116819726,0.8147127699409505
68,-0.8427690800818175,-0.4695393013863775
69,-1.222397924809372,0.640588500684404
70,-0.40106534597502425,0.9322307187614737
71,-1.1646362483309787,1.9211261918800002
72,-1.0039495234861058,-0.877342348699792
73,-0.9581887685311218,1.9215319817206598
74,-1.215788277635197,0.9860394995838015
75,-1.1002128472441375,2.271389194587447
76,-1.2644336683865323,0.6413542499837201
77,-0.5440781385004404,-0.528329830759858
78,-0.3735551939271544,1.5716945401924507
